name,pubCode,description,startDate,endDate
bet.identificationReferences,"Casey, T.L. 1913. Memoirs on the Coleoptera. IV. The New Era Printing Company, Lancaster (PA). 400 pp.","Casey, T.L. 1913. Memoirs on the Coleoptera. IV. The New Era Printing Company, Lancaster (PA). 400 pp.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Casey, T.L. 1914. Memoirs on the Coleoptera. V. The New Era Printing Company, Lancaster (PA). 387 pp.","Casey, T.L. 1914. Memoirs on the Coleoptera. V. The New Era Printing Company, Lancaster (PA). 387 pp.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Casey, T.L. 1918. Memoirs on the Coleoptera. VIII. The New Era Printing Company, Lancaster, PA. 427 pp.","Casey, T.L. 1918. Memoirs on the Coleoptera. VIII. The New Era Printing Company, Lancaster, PA. 427 pp.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Casey, T.L. 1920. Memoirs on the Coleoptera. IX. The New Era Printing Company, Lancaster (PA). 529 pp.","Casey, T.L. 1920. Memoirs on the Coleoptera. IX. The New Era Printing Company, Lancaster (PA). 529 pp.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Catling, Paul M. 2006. Tiger Beetles (Cicindelidae) of the Northwest Territories: Distribution, Status, and Other Information. Biodiversity, National Program on Environmental Health, Agriculture and Agrifood Canada, Ontario, Canada.","Catling, Paul M. 2006. Tiger Beetles (Cicindelidae) of the Northwest Territories: Distribution, Status, and Other Information. Biodiversity, National Program on Environmental Health, Agriculture and Agrifood Canada, Ontario, Canada.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Cazier, M. A. 1935. A monographic revision of the genus Omus (Coleoptera - Cicindelidae).","Cazier, M. A. 1935. A monographic revision of the genus Omus (Coleoptera - Cicindelidae).",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Choate, P. M. 2001. Manual for the Identification of Ground Beetles (Coleoptera: Carabidae) (including tiger beetles) of Florida. http://www.entnemdept.ufl.edu/choate/florida_carabidae_new.pdf.","Choate, P. M. 2001. Manual for the Identification of Ground Beetles (Coleoptera: Carabidae) (including tiger beetles) of Florida. http://www.entnemdept.ufl.edu/choate/florida_carabidae_new.pdf.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Christoffel, R., R. Hay, R. Paloski, and M. Wolfgram. 2009. Amphibians of Wisconsin. Wisconsin Department of Natural Resources, Madison, Wisconsin.","Christoffel, R., R. Hay, R. Paloski, and M. Wolfgram. 2009. Amphibians of Wisconsin. Wisconsin Department of Natural Resources, Madison, Wisconsin.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Ciegler, J. C. 2000. Ground beetles and wrinkled bark beetles of South Carolina (Coleoptera: Geadephaga: Carabidae and Rhysodidae). Biota of South Carolina. Vol. 1. Clemson, S. Clemson University.","Ciegler, J. C. 2000. Ground beetles and wrinkled bark beetles of South Carolina (Coleoptera: Geadephaga: Carabidae and Rhysodidae). Biota of South Carolina. Vol. 1. Clemson, S. Clemson University.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Clarke, R. F. 1984. Frogs and Toads in Kansas. The Kansas School Naturalist. 30(3):1-15.","Clarke, R. F. 1984. Frogs and Toads in Kansas. The Kansas School Naturalist. 30(3):1-15.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Collins, J. T., S. L. Collins, and T. W. Taggart. 2010. Amphibians, Reptiles, and Turtles in Kansas. Eagle Mountain Publishing, Eagle Mountain, UT.","Collins, J. T., S. L. Collins, and T. W. Taggart. 2010. Amphibians, Reptiles, and Turtles in Kansas. Eagle Mountain Publishing, Eagle Mountain, UT.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,Colorado Herpetological Society. https://coloherps.org,Colorado Herpetological Society. https://coloherps.org,2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Conant, R., and J. T. Collins. 1998. A Field Guide to Reptiles and Amphibians: Eastern and Central North America. 3rd Ed. Houghton Mifflin Company, New York, NY.","Conant, R., and J. T. Collins. 1998. A Field Guide to Reptiles and Amphibians: Eastern and Central North America. 3rd Ed. Houghton Mifflin Company, New York, NY.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Creighton, C., M. Lomolino, and G. Schnell. 1993. Survey methods for the American burying beetle (Nicrophorus americanus) in Oklahoma and Arkansas.","Creighton, C., M. Lomolino, and G. Schnell. 1993. Survey methods for the American burying beetle (Nicrophorus americanus) in Oklahoma and Arkansas.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Darlington, P. J., Jr. 1932. On some Carabidae, including new species, from the mountains of North Carolina and Tennessee. Psyche 38 [1931]:145-164.","Darlington, P. J., Jr. 1932. On some Carabidae, including new species, from the mountains of North Carolina and Tennessee. Psyche 38 [1931]:145-164.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Darlington, P. J. 1934. New West Indian Carabidae, with a list of the Cuban species. Psyche 41: 66-131.","Darlington, P. J. 1934. New West Indian Carabidae, with a list of the Cuban species. Psyche 41: 66-131.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Darlington, P. J. 1938. The American Patrobini (Coleoptera, Carabidae). Entomologica Americana 18:135-183.","Darlington, P. J. 1938. The American Patrobini (Coleoptera, Carabidae). Entomologica Americana 18:135-183.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"De la Torre-Bueno, J. R. 1989. The Torre-Bueno Glossary of Entomology. The New York Entomological Society.","De la Torre-Bueno, J. R. 1989. The Torre-Bueno Glossary of Entomology. The New York Entomological Society.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Eaton, E. R., and K. Kaufman. 2007. Kaufman Field Guide to Insects of North America. 1st Ed. Houghton Mifflin Company, New York, NY.","Eaton, E. R., and K. Kaufman. 2007. Kaufman Field Guide to Insects of North America. 1st Ed. Houghton Mifflin Company, New York, NY.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Erwin, T. L. 1970b. The Nearctic Species of the Genus Leistus Frolich. Pan Pacific Entomologist 46:111-119.","Erwin, T. L. 1970b. The Nearctic Species of the Genus Leistus Frolich. Pan Pacific Entomologist 46:111-119.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Erwin, T. L. 1970a. A Reclassification of Bombardier Beetles and a Taxonomic Revision of the North and Middle American Species (Carabidae: Brachinida). Quaestiones Entomologicae 6:4-215.","Erwin, T. L. 1970a. A Reclassification of Bombardier Beetles and a Taxonomic Revision of the North and Middle American Species (Carabidae: Brachinida). Quaestiones Entomologicae 6:4-215.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Erwin, T. L. 1974. Studies of the subtribe Tachyina (Coleoptera: Carabidae: Bembidiini), Part II: A Revision of the New World-Australian Genus Pericompsus LeConte. Smithsonian Contributions to Zoology:1-96.","Erwin, T. L. 1974. Studies of the subtribe Tachyina (Coleoptera: Carabidae: Bembidiini), Part II: A Revision of the New World-Australian Genus Pericompsus LeConte. Smithsonian Contributions to Zoology:1-96.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Erwin, T. L. 1975. Studies of the subtribe Tachyina, Part III: Systematics, Phylogeny, and Zoogeography of the genus Tachyta Kirby. Smithsonian Contributions to Zoology. Smithsonian Institution Press, City of Washington.","Erwin, T. L. 1975. Studies of the subtribe Tachyina, Part III: Systematics, Phylogeny, and Zoogeography of the genus Tachyta Kirby. Smithsonian Contributions to Zoology. Smithsonian Institution Press, City of Washington.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Erwin, T.L. 1981 Natural History of Plummers Island, Maryland. XXVI. The Ground Beetles of a Temperate Forest Site: An Analysis of Fauna in Relation to Size, Habitat Selection, Vagility, Seasonality, and Extinction. Bull Biol Soc Washington, 5, 105-224.","Erwin, T.L. 1981 Natural History of Plummers Island, Maryland. XXVI. The Ground Beetles of a Temperate Forest Site: An Analysis of Fauna in Relation to Size, Habitat Selection, Vagility, Seasonality, and Extinction. Bull Biol Soc Washington, 5, 105-224.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Erwin, T.L. and G. E. Ball. 1972. Classification of the ovipennis and trifaria groups of Nebria Latreille (Coleoptera: Carabidae: Nebriini). Proceedings of the Biological Society of Washington, 85:77-108.","Erwin, T.L. and G. E. Ball. 1972. Classification of the ovipennis and trifaria groups of Nebria Latreille (Coleoptera: Carabidae: Nebriini). Proceedings of the Biological Society of Washington, 85:77-108.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Erwin, T. L., and D. H. Kavanaugh. 1981. Systematics and zoogeography of Bembidion Latreille: 1. The carlhi and erasum groups of western North America (Coleoptera: Carabidae, Bembidiini). Entomologica Scandinavica Supplement 15:33-72.","Erwin, T. L., and D. H. Kavanaugh. 1981. Systematics and zoogeography of Bembidion Latreille: 1. The carlhi and erasum groups of western North America (Coleoptera: Carabidae, Bembidiini). Entomologica Scandinavica Supplement 15:33-72.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Evans, A. V. 2014. Beetles of Eastern North America. 1st Ed. Princeton University Press, Princeton, NJ.","Evans, A. V. 2014. Beetles of Eastern North America. 1st Ed. Princeton University Press, Princeton, NJ.",2014-01-01T00:00:00Z,NA
bet.identificationReferences,"Evans, A. V., and J. N. Hogue. 2006. Field Guide to Beetles of California. California. University of California Press, Berkeley, CA.","Evans, A. V., and J. N. Hogue. 2006. Field Guide to Beetles of California. California. University of California Press, Berkeley, CA.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Fall, H. C. 1905. On the affinities of the genus Tachycellus, with description of new species from the Western united States. Journal of The New York Entomological Society 13:169-178.","Fall, H. C. 1905. On the affinities of the genus Tachycellus, with description of new species from the Western united States. Journal of The New York Entomological Society 13:169-178.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,Family Carabidae - Bug Guide. http://bugguide.net/node/view/186.,Family Carabidae - Bug Guide. http://bugguide.net/node/view/186.,2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Freitag, R. 1969. A revision of the species of the genus Evarthrus LeConte. Quaestiones Entomologicae 5:89-212.","Freitag, R. 1969. A revision of the species of the genus Evarthrus LeConte. Quaestiones Entomologicae 5:89-212.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Frey, J. K. 2007. Key to the Rodents of New Mexico. Conservation Services Division, New Mexico Department of Game and Fish, Santa Fe, NM.","Frey, J. K. 2007. Key to the Rodents of New Mexico. Conservation Services Division, New Mexico Department of Game and Fish, Santa Fe, NM.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,Genus Scarites - Bug Guide. http://bugguide.net/node/view/2990.,Genus Scarites - Bug Guide. http://bugguide.net/node/view/2990.,2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Gibbons, W., and M. Dorcas. 2005. Snakes of the Southeast. The University of Georgia Press, Athens, Georgia.","Gibbons, W., and M. Dorcas. 2005. Snakes of the Southeast. The University of Georgia Press, Athens, Georgia.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Gidaspow, T. 1959. North American caterpillar hunters of the genera Calosma and Callisthenes (Coleoptera, Carabidae). Bulletin of the American Museum of Natural History 116:225-344.","Gidaspow, T. 1959. North American caterpillar hunters of the genera Calosma and Callisthenes (Coleoptera, Carabidae). Bulletin of the American Museum of Natural History 116:225-344.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Gidaspow, Tatiana. 1963. The genus Calosoma in Central America, the Antilles, and South America (Coleoptera: Carabidae). Bulletin of the American Museum of Natural History Volume 124, Article 7:275-314.","Gidaspow, Tatiana. 1963. The genus Calosoma in Central America, the Antilles, and South America (Coleoptera: Carabidae). Bulletin of the American Museum of Natural History Volume 124, Article 7:275-314.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Gidaspow, T. 1968. A revision of the ground beetles belonging to Scaphinotus, subgenus Brennus (Coleoptera, Carabidae). Bulletin of the American Museum of Natural History 140:135-192.","Gidaspow, T. 1968. A revision of the ground beetles belonging to Scaphinotus, subgenus Brennus (Coleoptera, Carabidae). Bulletin of the American Museum of Natural History 140:135-192.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Gidaspow, T. 1973. Revision of ground beetles of American genus Cychrus and four subgenera of genus Scaphinotus (Coleoptera, Carabidae). Bulletin of the American Museum of Natural History 152:51-102.","Gidaspow, T. 1973. Revision of ground beetles of American genus Cychrus and four subgenera of genus Scaphinotus (Coleoptera, Carabidae). Bulletin of the American Museum of Natural History 152:51-102.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Goulet, H. 1974. Classification of the North and Middle American species of the genus Pelmatellus Bates (Coleoptera: Carabidae: Harpalini). Quaestiones Entomologicae 10:80-102.","Goulet, H. 1974. Classification of the North and Middle American species of the genus Pelmatellus Bates (Coleoptera: Carabidae: Harpalini). Quaestiones Entomologicae 10:80-102.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Goulet, H. 1983. The genera of Holartic Elaphrini and species of Elaphrus Fabricius (Coleoptera: Carabidae): Classification, Phylogeny and Zoogeography. Quaestiones Entomologicae 19:219-482.","Goulet, H. 1983. The genera of Holartic Elaphrini and species of Elaphrus Fabricius (Coleoptera: Carabidae): Classification, Phylogeny and Zoogeography. Quaestiones Entomologicae 19:219-482.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Goulet, H., G. S. Lafer and S. Morita. 2009. A redescription of Blethisa multipunctata aurata Fischer von Waldheim, 1828 (Coleoptera: Carabidae: Elaphrinae). Zootaxa 2121:27-34.","Goulet, H., G. S. Lafer and S. Morita. 2009. A redescription of Blethisa multipunctata aurata Fischer von Waldheim, 1828 (Coleoptera: Carabidae: Elaphrinae). Zootaxa 2121:27-34.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Habu, A. 1978. Fauna Japonica Carabidae:Platynini (Insecta: Coleoptera). Keigaku Publishing Co, Tokyo, Japan.","Habu, A. 1978. Fauna Japonica Carabidae:Platynini (Insecta: Coleoptera). Keigaku Publishing Co, Tokyo, Japan.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hacker, H. A. 1968. The species of the subgenus Leptoferonia Casey (Coleoptera: Carabidae: Pterostichus). Proceedings of the United States National Museum 124:1-61.","Hacker, H. A. 1968. The species of the subgenus Leptoferonia Casey (Coleoptera: Carabidae: Pterostichus). Proceedings of the United States National Museum 124:1-61.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Harding, J.H. 1997. Amphibians and reptiles of the Great Lakes Region. University of Michigan Press, Ann Arbor, MI.","Harding, J.H. 1997. Amphibians and reptiles of the Great Lakes Region. University of Michigan Press, Ann Arbor, MI.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hatch, M. H. 1953. The Beetles of the Pacific Northwest. Part 1: Introduction and Adephaga. University of Washington Publications in Biology. 16:1-340","Hatch, M. H. 1953. The Beetles of the Pacific Northwest. Part 1: Introduction and Adephaga. University of Washington Publications in Biology. 16:1-340",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hayward, R. 1890. A Study of the Species of Tachys of Boreal America. Transactions of the American Entomological Society 26:191-238.","Hayward, R. 1890. A Study of the Species of Tachys of Boreal America. Transactions of the American Entomological Society 26:191-238.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Heading, J. M. 1964. A taxonomic revision of the genus Agonoderus (Coleoptera: Carabidae) of the United States.","Heading, J. M. 1964. A taxonomic revision of the genus Agonoderus (Coleoptera: Carabidae) of the United States.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hieke, F. 1990. New and Little Known Species of Amara from America and Asia (Coleoptera, Carabidae). Mitteilungen aus dem Zoologischen Museum in Berlin. 66:195-292.","Hieke, F. 1990. New and Little Known Species of Amara from America and Asia (Coleoptera, Carabidae). Mitteilungen aus dem Zoologischen Museum in Berlin. 66:195-292.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hieke, F. 1993. Die Untergattung Harpalodema Reitter, 1888, von Amara Bon. sowie uber Amara-Arten anderer Subgenera (Coleoptera, Carabidae). Deutsche Entomologische Zeitschrift (Neue Folge), 40(1): 1-160.","Hieke, F. 1993. Die Untergattung Harpalodema Reitter, 1888, von Amara Bon. sowie uber Amara-Arten anderer Subgenera (Coleoptera, Carabidae). Deutsche Entomologische Zeitschrift (Neue Folge), 40(1): 1-160.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hieke, F. 1999. The Amara of the subgenus Reductocelia Lafer, 1989 (Coleoptera Carabidae Zabrini). Pages 333-362 in A. Zamotajlov and R. Sciaky, editors. Advances in Carabidology. MUISO Publishers.","Hieke, F. 1999. The Amara of the subgenus Reductocelia Lafer, 1989 (Coleoptera Carabidae Zabrini). Pages 333-362 in A. Zamotajlov and R. Sciaky, editors. Advances in Carabidology. MUISO Publishers.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hieke, F. 2000. Revision einiger Gruppen und neue Arten der Gattung Amara Bonelli, 1810 (Coleoptera: Carabidae). Annales Historico-Naturales Musei Nationalis Hungarici 92:41-143.","Hieke, F. 2000. Revision einiger Gruppen und neue Arten der Gattung Amara Bonelli, 1810 (Coleoptera: Carabidae). Annales Historico-Naturales Musei Nationalis Hungarici 92:41-143.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hieke, F. 2000. Revision of some groups and new species of the genus Amara (Coleoptera: Carabidae). Annales Historico-Naturales Musei Nationalis Hungarici 92: 41-143","Hieke, F. 2000. Revision einiger Gruppen und neue Arten der Gattung Amara Bonelli, 1810 (Coleoptera: Carabidae). Annales Historico-Naturales Musei Nationalis Hungarici 92:41-143.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hieke, F. 2001. Das Amara-Subgenus Xenocelia subg.n. (Coleoptera: Carabidae). Folia Heyrovskyana Supplementum No. 7. 153pp.","Hieke, F. 2001. Das Amara-Subgenus Xenocelia subg.n. (Coleoptera: Carabidae). Folia Heyrovskyana Supplementum No. 7. 153pp.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hieke, F. 2003. Die Gruppe der Amara (Amara) cupreolata Putzeys 1866 (Coleoptera: Carabidae). Linzer Biologische Beitrage 35:201-216.","Hieke, F. 2003. Die Gruppe der Amara (Amara) cupreolata Putzeys 1866 (Coleoptera: Carabidae). Linzer Biologische Beitrage 35:201-216.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hoffman, R.L., S.M. Roble, R.L. and Davidson. 2006. Thirty Ground Beetles New to the Fauna of Virginia and a Milestone (Coleoptera: Carabidae). Banisteria. 27: 16-30.","Hoffman, R.L., S.M. Roble, R.L. and Davidson. 2006. Thirty Ground Beetles New to the Fauna of Virginia and a Milestone (Coleoptera: Carabidae). Banisteria. 27: 16-30.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Horn, G. H. 1883. Synopsis of the species of the tribe Lebiini. Transactions of the American Entomological Society and Proceedings of the Entomological Section of the Academy of Natural Sciences 10:126-164.","Horn, G. H. 1883. Synopsis of the species of the tribe Lebiini. Transactions of the American Entomological Society and Proceedings of the Entomological Section of the Academy of Natural Sciences 10:126-164.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Hunting, W. M. 2013. A taxonomic revision of the Cymindis (Pinacodera) limbata species group (Coleoptera, Carabidae, Lebiini), including description of a new species from Florida, U. S. A. ZooKeys 259:1-73.","Hunting, W. M. 2013. A taxonomic revision of the Cymindis (Pinacodera) limbata species group (Coleoptera, Carabidae, Lebiini), including description of a new species from Florida, U. S. A. ZooKeys 259:1-73.",2013-01-01T00:00:00Z,NA
bet.identificationReferences,"Jones, L. J. and R. Lovich. 2009. Lizards of the American Southwest. Rio Nuevo Publishers.","Jones, L. J. and R. Lovich. 2009. Lizards of the American Southwest. Rio Nuevo Publishers.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Jones L. L. C., W. P. Leonard, and D. H. Olsen. 2005. Amphibians of the Pacific Northwest. Seattle Audubon Society.","Jones L. L. C., W. P. Leonard, and D. H. Olsen. 2005. Amphibians of the Pacific Northwest. Seattle Audubon Society.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Kataev, B. 2011. Description of a new species of the carabid genus Harpalus Latr. from the Southwestern United States, with remarks on the composition of the subgenus Glanodes Casey (Coleoptera, Carabidae). Entomological Review 91, 90-95.","Kataev, B. 2011. Description of a new species of the carabid genus Harpalus Latr. from the Southwestern United States, with remarks on the composition of the subgenus Glanodes Casey (Coleoptera, Carabidae). Entomological Review 91, 90-95.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Kaufman, K., R. Bowers, and N. Bowers. 2007. Kaufman Field Guide to Mammals of North America. 12th Ed. Houghton Mifflin Company, New York, NY.","Kaufman, K., R. Bowers, and N. Bowers. 2007. Kaufman Field Guide to Mammals of North America. 12th Ed. Houghton Mifflin Company, New York, NY.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Larson, D. J. 1969. A revision of the genera Philophuga Motschoulsky and Tecnophilus Chaudoir with notes of the North America Callidina (Coleoptera: Carabidae). Quaestiones Entomologicae 5:15-84.","Larson, D. J. 1969. A revision of the genera Philophuga Motschoulsky and Tecnophilus Chaudoir with notes of the North America Callidina (Coleoptera: Carabidae). Quaestiones Entomologicae 5:15-84.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Laws, J. M. 2007. The Laws Field Guide to the Sierra Nevada. California Academy of Science, Heyday, Berkeley, CA.","Laws, J. M. 2007. The Laws Field Guide to the Sierra Nevada. California Academy of Science, Heyday, Berkeley, CA.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"LeConte, J. L. 1863-1866. New species of North American Coleoptera, Part 1. Smithsonian Misc. Coll., 167: 1-177.","LeConte, J. L. 1863-1866. New species of North American Coleoptera, Part 1. Smithsonian Misc. Coll., 167: 1-177.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"LeConte, J. L. 1879a. [Synoptic tables] Dyschirius, Bon.; Ardistomis, Putz.; Clivina, Latr.; Schizogenius, Putz. Bulletin of the Brooklyn Entomological Society 2 [1879-80]: 17-18, 31-34, 59.","LeConte, J. L. 1879a. [Synoptic tables] Dyschirius, Bon.; Ardistomis, Putz.; Clivina, Latr.; Schizogenius, Putz. Bulletin of the Brooklyn Entomological Society 2 [1879-80]: 17-18, 31-34, 59.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Lemaire JM, 2021. Les Micratopus des Antilles francaises: descriptions de Micratopus anaisae et de Micratopus erwini, et presence en Guadeloupe et en Martinique de Micratopus insularis Darlington (Coleoptera:Carabidae:Tachyini). Le Coleopteriste 24(1):4-9","Lemaire JM, 2021. Les Micratopus des Antilles francaises: descriptions de Micratopus anaisae et de Micratopus erwini, et presence en Guadeloupe et en Martinique de Micratopus insularis Darlington (Coleoptera:Carabidae:Tachyini). Le Coleopteriste 24(1):4-9",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr, J. K. 1985. Revision of the Platynine Carabid genus Tanystoma Motschulsky (Coleoptera). Journal of The New York Entomological Society 93:1182-1211.","Liebherr, J. K. 1985. Revision of the Platynine Carabid genus Tanystoma Motschulsky (Coleoptera). Journal of The New York Entomological Society 93:1182-1211.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr, J. K. 1991. Phylogeny and Revision of the Anchomenus Clade - the Genera Tetraleucus, Anchomenus, Sericoda, and Elliptoleus (Coleoptera, Carabidae, Platynini). Bulletin of the American Museum of Natural History:1-163.","Liebherr, J. K. 1991. Phylogeny and Revision of the Anchomenus Clade - the Genera Tetraleucus, Anchomenus, Sericoda, and Elliptoleus (Coleoptera, Carabidae, Platynini). Bulletin of the American Museum of Natural History:1-163.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr, J. K. 1992. Phylogeny and revision of the Platynus degallieri species group (Coleoptera, Carabidae, Platynini). Bulletin of the American Museum of Natural History 214:1.","Liebherr, J. K. 1992. Phylogeny and revision of the Platynus degallieri species group (Coleoptera, Carabidae, Platynini). Bulletin of the American Museum of Natural History 214:1.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr, J. K. 1994. Identification of new world Agonum , review of the mexican fauna , and description of Incagonum , new genus , from South America (Coleoptera: Carabidae: Platynini). Journal of The New York Entomological Society 102:1-55.","Liebherr, J. K. 1994. Identification of new world Agonum , review of the mexican fauna , and description of Incagonum , new genus , from South America (Coleoptera: Carabidae: Platynini). Journal of The New York Entomological Society 102:1-55.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr, J. K. 2008. Taxonomic revision of Mecyclothorax (Coleoptera, Carabidae) of Hawaii Island. Dtsch. Entomol. Z. 55(1):19-78.","Liebherr, J. K. 2008. Taxonomic revision of Mecyclothorax (Coleoptera, Carabidae) of Hawaii Island. Dtsch. Entomol. Z. 55(1):19-78.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr, J. K., & Takumi, R. L. (2002). Introduction and Distributional Expansion of Trechus obtusus (Coleoptera: Carabidae) in Maui, Hawai'i. Pacific Science, 56(4), 365-375.","Liebherr, J. K., & Takumi, R. L. (2002). Introduction and Distributional Expansion of Trechus obtusus (Coleoptera: Carabidae) in Maui, Hawai'i. Pacific Science, 56(4), 365-375.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr, J. K., and K. W. Will. 1996. New North American Platynus Bonelli (Coleoptera: Carabidae), a key to species north of Mexico, and notes on species from the southwestern United States. The Coleopterists Bulletin 50:301-320.","Liebherr, J. K., and K. W. Will. 1996. New North American Platynus Bonelli (Coleoptera: Carabidae), a key to species north of Mexico, and notes on species from the southwestern United States. The Coleopterists Bulletin 50:301-320.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr, J. K. and E. C. Zimmerman. 2000. Insects of Hawaii. Volume 16. Hawaiian Carabidae (Coleoptera), Part 1: Introduction and Tribe Platynini. University of Hawai'i Press, Honolulu","Liebherr, J. K. and E. C. Zimmerman. 2000. Insects of Hawaii. Volume 16. Hawaiian Carabidae (Coleoptera), Part 1: Introduction and Tribe Platynini. University of Hawai'i Press, Honolulu",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebherr JK, SL Montgomery, RA Englund, and GA Samuelson. 2009. First Recorded Hawaiian Occurrence of the Alien Ground Beetle, Agonum muelleri (Coleoptera:Carabidae), from the Summit of Mauna Kea, Hawaii Island. Proc. Hawaiian Entomol. Soc. 41: 97-103.","Liebherr JK, SL Montgomery, RA Englund, and GA Samuelson. 2009. First Recorded Hawaiian Occurrence of the Alien Ground Beetle, Agonum muelleri (Coleoptera:Carabidae), from the Summit of Mauna Kea, Hawaii Island. Proc. Hawaiian Entomol. Soc. 41: 97-103.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Liebke, M. 1934. Die Arten der Gattung Pseudaptinus Cast. (Col. Carabidae). Revista de Entomologia 4:372-388.","Liebke, M. 1934. Die Arten der Gattung Pseudaptinus Cast. (Col. Carabidae). Revista de Entomologia 4:372-388.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Lindroth, C. H. 1954. A revision of the Diachila Motsch. and Blethisa Bon. with remarks on Elaphrus larvae (Col. Carabidae). C.W.K. Gleerup.","Lindroth, C. H. 1954. A revision of the Diachila Motsch. and Blethisa Bon. with remarks on Elaphrus larvae (Col. Carabidae). C.W.K. Gleerup.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Lindroth, C. H. 1969. The ground-beetles (Carabidae, excl. Cicindelinae) of Canada and Alaska, parts 1-6. Opuscula E. Entomoligiska Sallskapet.","Lindroth, C. H. 1969. The ground-beetles (Carabidae, excl. Cicindelinae) of Canada and Alaska, parts 1-6. Opuscula E. Entomoligiska Sallskapet.",2012-01-01T00:00:00Z,NA
