uid,namedLocation,domainID,siteID,plotID,subplotID,trapID,decimalLatitude,decimalLongitude,elevation,nlcdClass,plotType,geodeticDatum,coordinateUncertainty,elevationUncertainty,date,samplingProtocolVersion,targetTaxaPresent,trapType,trapPlacement,trapSize,remarks,recordedBy,publicationDate,release
9676334d-f129-4dbf-95c6-4277d8907457,BART_034.basePlot.ltr,D01,BART,BART_034,41_400,BART_034_955,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2017-05-09,NEON.DOC.001710vE,Y,Ground,Random,1.5,Replaced a ground litter trap in another subplot due to incorrect initial deployment.,jbreault@field-ops.org,20251206T233612Z,RELEASE-2026
3fa0405f-b0ee-440a-8e33-7de96b11b76e,BART_071.basePlot.ltr,D01,BART,BART_071,39_400,BART_071_648,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2017-05-09,NEON.DOC.001710vE,Y,Ground,Random,1.5,Replaced a ground litter trap in another subplot due to incorrect initial deployment.,jbreault@field-ops.org,20251206T233612Z,RELEASE-2026
0deb65c9-49ff-41f2-a061-4bd2a0da4f69,BART_071.basePlot.ltr,D01,BART,BART_071,21_400,BART_071_170,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2017-05-09,NEON.DOC.001710vE,Y,Ground,Random,1.5,Replaced a ground litter trap in another subplot due to incorrect initial deployment.,jbreault@field-ops.org,20251206T233612Z,RELEASE-2026
0b2ae1d3-54ca-4876-b5e6-c8eafba5c8fc,BART_034.basePlot.ltr,D01,BART,BART_034,41_400,BART_034_855,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2017-06-20,NEON.DOC.001710vE,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
94d7f91c-1084-4c52-97f3-2fcb09b8e812,BART_034.basePlot.ltr,D01,BART,BART_034,21_400,BART_034_084,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2017-06-20,NEON.DOC.001710vE,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
bf9faa7b-b1b4-4c98-9946-63b1923804a1,BART_071.basePlot.ltr,D01,BART,BART_071,39_400,BART_071_579,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2017-06-20,NEON.DOC.001710vE,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
25adeef3-fc2d-4bac-9355-cf22a75c3137,BART_071.basePlot.ltr,D01,BART,BART_071,21_400,BART_071_165,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2017-06-20,NEON.DOC.001710vE,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
dd48df2f-a40c-4963-87e8-346f1a6ce073,BART_046.basePlot.ltr,D01,BART,BART_046,39_400,BART_046_634,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2020-11-05,NEON.DOC.001710vH,Y,Elevated,Random,0.5,NA,0000-0003-1933-3182,20251206T233612Z,RELEASE-2026
ce76bc88-564b-4dcb-ab5e-b46fce3cab2c,BART_073.basePlot.ltr,D01,BART,BART_073,23_400,BART_073_294,44.064774,-71.288616,274.9,mixedForest,tower,WGS84,20.1,0.2,2023-05-10,NEON.DOC.001710vH,Y,Elevated,Random,0.5,NA,0000-0003-1933-3182,20251206T233612Z,RELEASE-2026
6d7be3ab-3ca6-4537-ae01-6d2f89f4329a,HARV_052.basePlot.ltr,D01,HARV,HARV_052,41_400,HARV_052_902,42.54213,-72.176577,358.9,mixedForest,tower,WGS84,20.3,0.3,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
7c11ccdf-54e9-445f-ba95-3c93caa5cfd8,HARV_052.basePlot.ltr,D01,HARV,HARV_052,23_400,HARV_052_253,42.54213,-72.176577,358.9,mixedForest,tower,WGS84,20.3,0.3,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
4c45d107-e687-408d-aa61-9993e2850813,HARV_035.basePlot.ltr,D01,HARV,HARV_035,21_400,HARV_035_032,42.539966,-72.178072,365.8,evergreenForest,tower,WGS84,20.2,0.3,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
fc9eca77-8de8-40d0-83f5-31db77dc8880,HARV_044.basePlot.ltr,D01,HARV,HARV_044,21_400,HARV_044_111,42.535376,-72.176486,365.8,deciduousForest,tower,WGS84,20.1,0.1,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
0ac877c9-bea9-4be3-b139-4c7e787c4dc9,HARV_035.basePlot.ltr,D01,HARV,HARV_035,23_400,HARV_035_349,42.539966,-72.178072,365.8,evergreenForest,tower,WGS84,20.2,0.3,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
a628757d-11b2-430c-b73b-bfdd88948843,HARV_035.basePlot.ltr,D01,HARV,HARV_035,23_400,HARV_035_402,42.539966,-72.178072,365.8,evergreenForest,tower,WGS84,20.2,0.3,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
30e3f782-06a4-4054-a5f0-7f4c1a1544cc,HARV_043.basePlot.ltr,D01,HARV,HARV_043,21_400,HARV_043_007,42.541027,-72.176583,354.4,evergreenForest,tower,WGS84,20.1,0.2,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
2471f852-afdc-415e-8ee7-4b079bd4e229,HARV_052.basePlot.ltr,D01,HARV,HARV_052,23_400,HARV_052_314,42.54213,-72.176577,358.9,mixedForest,tower,WGS84,20.3,0.3,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
eb1372c9-9a3a-461f-b8d3-8d714a06350f,HARV_043.basePlot.ltr,D01,HARV,HARV_043,21_400,HARV_043_034,42.541027,-72.176583,354.4,evergreenForest,tower,WGS84,20.1,0.2,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
0cbcb404-5926-4b54-a14c-5c412c1d547d,HARV_052.basePlot.ltr,D01,HARV,HARV_052,41_400,HARV_052_935,42.54213,-72.176577,358.9,mixedForest,tower,WGS84,20.3,0.3,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
81b813a7-889c-405f-a790-a5f1623034b8,HARV_044.basePlot.ltr,D01,HARV,HARV_044,21_400,HARV_044_060,42.535376,-72.176486,365.8,deciduousForest,tower,WGS84,20.1,0.1,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
7ab055cd-e6e6-4b96-9884-6dbc5141b405,HARV_044.basePlot.ltr,D01,HARV,HARV_044,41_400,HARV_044_809,42.535376,-72.176486,365.8,deciduousForest,tower,WGS84,20.1,0.1,2015-05-13,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
261996c2-8aff-4058-a7d8-8cb72f412b91,HARV_035.basePlot.ltr,D01,HARV,HARV_035,21_400,HARV_035_120,42.539966,-72.178072,365.8,evergreenForest,tower,WGS84,20.2,0.3,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
229a0c60-76bf-4a4e-9aef-89f174bc98b4,HARV_044.basePlot.ltr,D01,HARV,HARV_044,41_400,HARV_044_815,42.535376,-72.176486,365.8,deciduousForest,tower,WGS84,20.1,0.1,2015-05-13,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,dcrandall@neoninc.org,20251206T232038Z,RELEASE-2026
0ff35459-bcfb-4607-8c4a-6f81e36346aa,HARV_048.basePlot.ltr,D01,HARV,HARV_048,39_400,HARV_048_701,42.541304,-72.178017,360.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-14,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
f3fffb98-2df0-4c2d-9349-b1c1ea2595c4,HARV_048.basePlot.ltr,D01,HARV,HARV_048,39_400,HARV_048_608,42.541304,-72.178017,360.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-14,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
a975ec4d-568b-41de-bea3-cbc32ad28c7a,HARV_048.basePlot.ltr,D01,HARV,HARV_048,23_400,HARV_048_355,42.541304,-72.178017,360.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-14,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
61c27547-7314-43fe-80e7-a61f22678b27,HARV_043.basePlot.ltr,D01,HARV,HARV_043,39_400,HARV_043_615,42.541027,-72.176583,354.4,evergreenForest,tower,WGS84,20.1,0.2,2015-05-14,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
2a5c3a9e-993a-4a67-8cf9-262698891d07,HARV_043.basePlot.ltr,D01,HARV,HARV_043,39_400,HARV_043_550,42.541027,-72.176583,354.4,evergreenForest,tower,WGS84,20.1,0.2,2015-05-14,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
d45834d5-c9ca-4ec3-9ea3-0be14b7ca9bc,HARV_049.basePlot.ltr,D01,HARV,HARV_049,23_400,HARV_049_385,42.535171,-72.179779,370,mixedForest,tower,WGS84,20.3,0.3,2015-05-14,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
ea62b6d4-d9b1-4642-9a8c-7acb272a8f08,HARV_048.basePlot.ltr,D01,HARV,HARV_048,23_400,HARV_048_251,42.541304,-72.178017,360.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-14,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
ed055df5-e403-45b2-bf1b-1e15bd70de07,HARV_049.basePlot.ltr,D01,HARV,HARV_049,41_400,HARV_049_890,42.535171,-72.179779,370,mixedForest,tower,WGS84,20.3,0.3,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
d796db66-5370-4336-ac34-10e8b889fa8f,HARV_050.basePlot.ltr,D01,HARV,HARV_050,41_400,HARV_050_947,42.53627,-72.179357,368.4,mixedForest,tower,WGS84,20.2,0.4,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
5ae0f2d1-dfc8-44c7-8ea1-10ce55c47eb9,HARV_050.basePlot.ltr,D01,HARV,HARV_050,21_400,HARV_050_173,42.53627,-72.179357,368.4,mixedForest,tower,WGS84,20.2,0.4,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
739a1e0c-fe91-49f8-9d5e-b61b279b446d,HARV_041.basePlot.ltr,D01,HARV,HARV_041,39_400,HARV_041_597,42.536795,-72.180797,361.6,evergreenForest,tower,WGS84,20.1,0.2,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
4a61fcde-c899-4071-b37b-303fc067b01d,HARV_050.basePlot.ltr,D01,HARV,HARV_050,41_400,HARV_050_822,42.53627,-72.179357,368.4,mixedForest,tower,WGS84,20.2,0.4,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
53fc4558-4278-48b2-ad69-e08d571d892d,HARV_049.basePlot.ltr,D01,HARV,HARV_049,23_400,HARV_049_437,42.535171,-72.179779,370,mixedForest,tower,WGS84,20.3,0.3,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
edd1d9f2-feb6-4dc4-a3a5-d1fa8bb60df7,HARV_049.basePlot.ltr,D01,HARV,HARV_049,41_400,HARV_049_902,42.535171,-72.179779,370,mixedForest,tower,WGS84,20.3,0.3,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
2db88169-9e26-44fc-8284-fa9daf4621f0,HARV_050.basePlot.ltr,D01,HARV,HARV_050,21_400,HARV_050_043,42.53627,-72.179357,368.4,mixedForest,tower,WGS84,20.2,0.4,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
fd4f15e0-f22a-426e-a79e-f5d8d20eb629,HARV_041.basePlot.ltr,D01,HARV,HARV_041,23_400,HARV_041_401,42.536795,-72.180797,361.6,evergreenForest,tower,WGS84,20.1,0.2,2015-05-15,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
c662e6b3-2b76-4c5f-bbae-09b247418566,HARV_041.basePlot.ltr,D01,HARV,HARV_041,23_400,HARV_041_264,42.536795,-72.180797,361.6,evergreenForest,tower,WGS84,20.1,0.2,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
c1331fb9-d675-4887-bbed-20fa914307a4,HARV_041.basePlot.ltr,D01,HARV,HARV_041,39_400,HARV_041_620,42.536795,-72.180797,361.6,evergreenForest,tower,WGS84,20.1,0.2,2015-05-15,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ccahill@field-ops.org,20251206T232038Z,RELEASE-2026
f75640e4-a254-4b35-908a-5be618483454,HARV_040.basePlot.ltr,D01,HARV,HARV_040,23_400,HARV_040_292,42.539918,-72.175931,342.8,mixedForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
beb48a3d-d285-45a9-a735-c75dc7558d0c,HARV_045.basePlot.ltr,D01,HARV,HARV_045,23_400,HARV_045_265,42.542078,-72.1713,370,deciduousForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
8beebbc7-3681-4155-bc6f-5595a5e82a5b,HARV_047.basePlot.ltr,D01,HARV,HARV_047,21_400,HARV_047_111,42.536689,-72.175706,367.3,deciduousForest,tower,WGS84,20.2,0.4,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
51f19051-57ce-45dc-a656-672c492f7165,HARV_040.basePlot.ltr,D01,HARV,HARV_040,41_400,HARV_040_849,42.539918,-72.175931,342.8,mixedForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
4c10ba37-7178-472b-89d7-00eb235f3050,HARV_045.basePlot.ltr,D01,HARV,HARV_045,21_400,HARV_045_201,42.542078,-72.1713,370,deciduousForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
f065ee10-f91b-4d4d-afbe-a1b35b46d95d,HARV_036.basePlot.ltr,D01,HARV,HARV_036,23_400,HARV_036_426,42.542123,-72.173119,368.2,deciduousForest,tower,WGS84,20.1,0.2,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
a7fa1952-3bb5-45b8-b38e-08ef1ce3ae39,HARV_045.basePlot.ltr,D01,HARV,HARV_045,23_400,HARV_045_384,42.542078,-72.1713,370,deciduousForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
e9ced7cd-b687-4310-ad40-c1a60a226a9c,HARV_040.basePlot.ltr,D01,HARV,HARV_040,41_400,HARV_040_862,42.539918,-72.175931,342.8,mixedForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
db63e511-ef7d-42ee-8840-de29e608f9c3,HARV_036.basePlot.ltr,D01,HARV,HARV_036,21_400,HARV_036_148,42.542123,-72.173119,368.2,deciduousForest,tower,WGS84,20.1,0.2,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
961663db-6683-4f41-aa0a-6e31d5886dff,HARV_040.basePlot.ltr,D01,HARV,HARV_040,23_400,HARV_040_299,42.539918,-72.175931,342.8,mixedForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
fded08b1-d9ed-46d2-b61c-ede40bbb3b25,HARV_036.basePlot.ltr,D01,HARV,HARV_036,21_400,HARV_036_167,42.542123,-72.173119,368.2,deciduousForest,tower,WGS84,20.1,0.2,2015-05-18,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
8ef5685a-1fe2-4331-ba27-d961d6f085b0,HARV_036.basePlot.ltr,D01,HARV,HARV_036,23_400,HARV_036_414,42.542123,-72.173119,368.2,deciduousForest,tower,WGS84,20.1,0.2,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,gvanscoy@field-ops.org,20251206T232038Z,RELEASE-2026
cd82e925-c6ae-4b72-8eb5-e70066cb2d0d,HARV_045.basePlot.ltr,D01,HARV,HARV_045,21_400,HARV_045_075,42.542078,-72.1713,370,deciduousForest,tower,WGS84,20.1,0.1,2015-05-18,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
73f1f4f8-9fc2-4cba-b7f1-5367aa16078c,HARV_037.basePlot.ltr,D01,HARV,HARV_037,41_400,HARV_037_849,42.537308,-72.179312,361.9,evergreenForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
6c0353ef-f74a-4db7-b1f1-7948eb63c048,HARV_034.basePlot.ltr,D01,HARV,HARV_034,39_400,HARV_034_680,42.535686,-72.177968,372.1,evergreenForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
c903547d-f058-40ca-a45b-093b3a7e07db,HARV_042.basePlot.ltr,D01,HARV,HARV_042,41_400,HARV_042_809,42.534167,-72.176562,371,mixedForest,tower,WGS84,20.1,0.1,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
e4aeefa2-1c81-494a-91c2-38de34390adb,HARV_042.basePlot.ltr,D01,HARV,HARV_042,39_400,HARV_042_557,42.534167,-72.176562,371,mixedForest,tower,WGS84,20.1,0.1,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
71887f8c-a2c7-4248-a6f4-c8182f708003,HARV_037.basePlot.ltr,D01,HARV,HARV_037,41_400,HARV_037_862,42.537308,-72.179312,361.9,evergreenForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
68e2b094-375c-47ab-b7bb-8e26f970b4d2,HARV_042.basePlot.ltr,D01,HARV,HARV_042,41_400,HARV_042_858,42.534167,-72.176562,371,mixedForest,tower,WGS84,20.1,0.1,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
54ceb009-b48b-44ae-a7ca-a6cecb39c078,HARV_038.basePlot.ltr,D01,HARV,HARV_038,39_400,HARV_038_550,42.537334,-72.177877,367.4,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
18b7de45-a3e9-45cd-8cb5-6b9f696e80b1,HARV_051.basePlot.ltr,D01,HARV,HARV_051,23_400,HARV_051_288,42.534078,-72.179146,370,mixedForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
f693aad5-25b1-4843-8462-edee8facc3c8,HARV_038.basePlot.ltr,D01,HARV,HARV_038,23_400,HARV_038_363,42.537334,-72.177877,367.4,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
bf24cb3b-b2b1-4db5-a099-22496eb5770b,HARV_047.basePlot.ltr,D01,HARV,HARV_047,21_400,HARV_047_142,42.536689,-72.175706,367.3,deciduousForest,tower,WGS84,20.2,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
dc23d9e2-2f37-4a0a-94a0-932111af328a,HARV_051.basePlot.ltr,D01,HARV,HARV_051,39_400,HARV_051_701,42.534078,-72.179146,370,mixedForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
deb82357-e576-479a-9e8d-bebbbb5a15f5,HARV_034.basePlot.ltr,D01,HARV,HARV_034,23_400,HARV_034_371,42.535686,-72.177968,372.1,evergreenForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
da1459ae-ea6b-40ed-8df9-a794b44eb83a,HARV_037.basePlot.ltr,D01,HARV,HARV_037,23_400,HARV_037_292,42.537308,-72.179312,361.9,evergreenForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
e472c97e-5ea2-4cb5-b902-025b607dee0b,HARV_051.basePlot.ltr,D01,HARV,HARV_051,23_400,HARV_051_361,42.534078,-72.179146,370,mixedForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
8d88eb29-85c4-4033-9b62-92af0586a76e,HARV_038.basePlot.ltr,D01,HARV,HARV_038,23_400,HARV_038_385,42.537334,-72.177877,367.4,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
afd04a28-683f-4ed8-9a22-caf1ec116660,HARV_037.basePlot.ltr,D01,HARV,HARV_037,23_400,HARV_037_299,42.537308,-72.179312,361.9,evergreenForest,tower,WGS84,20.1,0.2,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
a119d18a-13a8-44a6-be28-b9f5be004d1c,HARV_042.basePlot.ltr,D01,HARV,HARV_042,39_400,HARV_042_699,42.534167,-72.176562,371,mixedForest,tower,WGS84,20.1,0.1,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
e9ee4d88-2627-4b6d-8912-0775f9ec59b1,HARV_051.basePlot.ltr,D01,HARV,HARV_051,39_400,HARV_051_653,42.534078,-72.179146,370,mixedForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,llukas@field-ops.org,20251206T232038Z,RELEASE-2026
7b0ddd1b-1b8e-4281-8d92-17545c5ba934,HARV_034.basePlot.ltr,D01,HARV,HARV_034,23_400,HARV_034_259,42.535686,-72.177968,372.1,evergreenForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
97d76d7a-6d44-4722-85c3-b5da377afd87,HARV_038.basePlot.ltr,D01,HARV,HARV_038,39_400,HARV_038_543,42.537334,-72.177877,367.4,mixedForest,tower,WGS84,20.2,0.3,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
760897bf-6198-4f55-9652-03e23cbf0dd4,HARV_034.basePlot.ltr,D01,HARV,HARV_034,39_400,HARV_034_608,42.535686,-72.177968,372.1,evergreenForest,tower,WGS84,20.3,0.4,2015-05-19,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,sives@field-ops.org,20251206T232038Z,RELEASE-2026
b0e34658-8c00-4224-913c-f080fbd52f06,HARV_033.basePlot.ltr,D01,HARV,HARV_033,23_400,HARV_033_269,42.538302,-72.175607,358.8,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T232038Z,RELEASE-2026
e455d7ca-76ae-48b2-8f49-72c62abc12f7,HARV_033.basePlot.ltr,D01,HARV,HARV_033,21_400,HARV_033_115,42.538302,-72.175607,358.8,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T232038Z,RELEASE-2026
607752b6-e015-4e07-81ba-88352e4bb5c1,HARV_033.basePlot.ltr,D01,HARV,HARV_033,21_400,HARV_033_209,42.538302,-72.175607,358.8,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T232038Z,RELEASE-2026
b09ab03c-d5de-4e2c-86e4-c00555443585,HARV_047.basePlot.ltr,D01,HARV,HARV_047,41_400,HARV_047_870,42.536689,-72.175706,367.3,deciduousForest,tower,WGS84,20.2,0.4,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T232038Z,RELEASE-2026
8c97a017-227b-4571-a2db-598363789692,HARV_033.basePlot.ltr,D01,HARV,HARV_033,23_400,HARV_033_397,42.538302,-72.175607,358.8,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T232038Z,RELEASE-2026
